Fund Holdings as of,"28/Jul/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"LYFT","LYFT INC CLASS A","Equity","0.03","55.77","8,791.00","490,274.07","490,274.07","Industrials","US55087P1049","NASDAQ","United States","USD"
"SCMN","SWISSCOM AG","Equity","0.03","597.24","820.00","489,739.66","489,739.66","Communication","CH0008742519","SIX Swiss Exchange","Switzerland","CHF"
"POOL","POOL CORP","Equity","0.03","467.63","1,045.00","488,673.35","488,673.35","Consumer Discretionary","US73278L1052","NASDAQ","United States","USD"
"FME","FRESENIUS MEDICAL CARE AG","Equity","0.03","81.70","5,979.00","488,482.73","488,482.73","Health Care","DE0005785802","Xetra","Germany","EUR"
"TDY","TELEDYNE TECHNOLOGIES INC","Equity","0.03","456.07","1,067.00","486,626.69","486,626.69","Industrials","US8793601050","New York Stock Exchange Inc.","United States","USD"
"6971","KYOCERA CORP","Equity","0.03","62.35","7,800.00","486,304.60","486,304.60","Information Technology","JP3249600002","Tokyo Stock Exchange","Japan","JPY"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Equity","0.03","11.18","43,412.00","485,394.65","485,394.65","Financials","SE0007100599","Nasdaq Omx Nordic","Sweden","SEK"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Equity","0.03","336.14","1,443.00","485,051.30","485,051.30","Industrials","CH0025238863","SIX Swiss Exchange","Switzerland","CHF"
"MKTX","MARKETAXESS HOLDINGS INC","Equity","0.03","470.94","1,027.00","483,655.38","483,655.38","Financials","US57060D1081","NASDAQ","United States","USD"
"ALL","ARISTOCRAT LEISURE LTD","Equity","0.03","30.60","15,803.00","483,497.37","483,497.37","Consumer Discretionary","AU000000ALL7","Asx - All Markets","Australia","AUD"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Equity","0.03","399.62","1,204.00","481,142.48","481,142.48","Health Care","US1598641074","New York Stock Exchange Inc.","United States","USD"
"ASM","ASM INTERNATIONAL NV","Equity","0.03","351.39","1,369.00","481,051.69","481,051.69","Information Technology","NL0000334118","Euronext Amsterdam","Netherlands","EUR"
"Z","ZILLOW GROUP INC CLASS C","Equity","0.03","110.25","4,363.00","481,020.75","481,020.75","Communication","US98954M2008","NASDAQ","United States","USD"
"ERF","EUROFINS SCIENTIFIC","Equity","0.03","118.07","4,067.00","480,173.60","480,173.60","Health Care","FR0014000MR3","Nyse Euronext - Euronext Paris","France","EUR"
"WPL","WOODSIDE PETROLEUM LTD","Equity","0.03","16.16","29,588.00","478,025.92","478,025.92","Energy","AU000000WPL2","Asx - All Markets","Australia","AUD"
"UCB","UCB SA","Equity","0.03","106.57","4,479.00","477,340.84","477,340.84","Health Care","BE0003739530","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"STAN","STANDARD CHARTERED PLC","Equity","0.03","5.99","79,195.00","474,269.89","474,269.89","Financials","GB0004082847","London Stock Exchange","United Kingdom","GBP"
"TKWY","JUST EAT TAKEAWAY.COM NV","Equity","0.03","88.46","5,357.00","473,884.78","473,884.78","Consumer Discretionary","NL0012015705","Euronext Amsterdam","Netherlands","EUR"
"NVCR","NOVOCURE LTD","Equity","0.03","181.92","2,602.00","473,355.84","473,355.84","Health Care","JE00BYSS4X48","NASDAQ","United States","USD"
"STMN","STRAUMANN HOLDING AG","Equity","0.03","1,819.08","260.00","472,959.96","472,959.96","Health Care","CH0012280076","SIX Swiss Exchange","Switzerland","CHF"
"CNHI","CNH INDUSTRIAL NV","Equity","0.03","16.16","29,196.00","471,790.29","471,790.29","Industrials","NL0010545661","Borsa Italiana","Italy","EUR"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.03","164.49","2,849.00","468,632.01","468,632.01","Industrials","US4456581077","NASDAQ","United States","USD"
"DVN","DEVON ENERGY CORP","Equity","0.03","26.46","17,644.00","466,860.24","466,860.24","Energy","US25179M1036","New York Stock Exchange Inc.","United States","USD"
"ACA","CREDIT AGRICOLE SA","Equity","0.03","13.83","33,667.00","465,501.96","465,501.96","Financials","FR0000045072","Nyse Euronext - Euronext Paris","France","EUR"
"NZYM B","NOVOZYMES B","Equity","0.03","77.88","5,974.00","465,257.86","465,257.86","Materials","DK0060336014","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"APT","AFTERPAY LTD","Equity","0.03","72.64","6,392.00","464,291.23","464,291.23","Information Technology","AU000000APT1","Asx - All Markets","Australia","AUD"
"WPP","WPP PLC","Equity","0.03","12.94","35,738.00","462,441.75","462,441.75","Communication","JE00B8KF9B49","London Stock Exchange","United Kingdom","GBP"
"CGNX","COGNEX CORP","Equity","0.03","86.29","5,359.00","462,428.11","462,428.11","Information Technology","US1924221039","NASDAQ","United States","USD"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Equity","0.03","64.15","7,192.00","461,397.32","461,397.32","Consumer Discretionary","CA76131D1033","Toronto Stock Exchange","Canada","CAD"
"BAER","JULIUS BAER GRUPPE AG","Equity","0.03","64.01","7,204.00","461,144.26","461,144.26","Financials","CH0102484968","SIX Swiss Exchange","Switzerland","CHF"
"HFG","HELLOFRESH","Equity","0.03","98.48","4,666.00","459,501.27","459,501.27","Consumer Discretionary","DE000A161408","Xetra","Germany","EUR"
"NICE","NICE LTD","Equity","0.03","278.34","1,649.00","458,975.46","458,975.46","Information Technology","IL0002730112","Tel Aviv Stock Exchange","Israel","ILS"
"IR","INGERSOLL RAND INC","Equity","0.03","47.47","9,656.00","458,370.32","458,370.32","Industrials","US45687V1061","New York Stock Exchange Inc.","United States","USD"
"16","SUN HUNG KAI PROPERTIES LTD","Equity","0.03","14.51","31,500.00","457,184.91","457,184.91","Real Estate","HK0016000132","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"NIBE B","NIBE INDUSTRIER CLASS B","Equity","0.03","11.66","39,193.00","456,877.93","456,877.93","Industrials","SE0015988019","Nasdaq Omx Nordic","Sweden","SEK"
"DIM","SARTORIUS STEDIM BIOTECH SA","Equity","0.03","554.81","823.00","456,610.68","456,610.68","Health Care","FR0013154002","Nyse Euronext - Euronext Paris","France","EUR"
"KRX","KINGSPAN GROUP PLC","Equity","0.03","105.79","4,314.00","456,396.68","456,396.68","Industrials","IE0004927939","Irish Stock Exchange - All Market","Ireland","EUR"
"PUB","PUBLICIS GROUPE SA","Equity","0.03","63.27","7,206.00","455,915.83","455,915.83","Communication","FR0000130577","Nyse Euronext - Euronext Paris","France","EUR"
"VICI","VICI PPTYS INC","Equity","0.03","31.47","14,406.00","453,356.82","453,356.82","Real Estate","US9256521090","New York Stock Exchange Inc.","United States","USD"
"SJM","JM SMUCKER","Equity","0.03","130.76","3,464.00","452,952.64","452,952.64","Consumer Staples","US8326964058","New York Stock Exchange Inc.","United States","USD"
"K","KELLOGG","Equity","0.03","62.95","7,181.00","452,043.95","452,043.95","Consumer Staples","US4878361082","New York Stock Exchange Inc.","United States","USD"
"HM B","HENNES & MAURITZ","Equity","0.03","21.57","20,933.00","451,477.06","451,477.06","Consumer Discretionary","SE0000106270","Nasdaq Omx Nordic","Sweden","SEK"
"NLOK","NORTONLIFELOCK INC","Equity","0.03","25.27","17,863.00","451,398.01","451,398.01","Information Technology","US6687711084","NASDAQ","United States","USD"
"CABK","CAIXABANK SA","Equity","0.03","3.01","149,656.00","450,295.82","450,295.82","Financials","ES0140609019","Bolsa De Madrid","Spain","EUR"
"NVAX","NOVAVAX INC","Equity","0.03","189.01","2,380.00","449,843.80","449,843.80","Health Care","US6700024010","NASDAQ","United States","USD"
"OMC","OMNICOM GROUP INC","Equity","0.03","72.82","6,176.00","449,736.32","449,736.32","Communication","US6819191064","New York Stock Exchange Inc.","United States","USD"
"EPI A","EPIROC CLASS A","Equity","0.03","23.59","19,057.00","449,597.06","449,597.06","Industrials","SE0015658109","Nasdaq Omx Nordic","Sweden","SEK"
"ZS","ZSCALER INC","Equity","0.03","236.84","1,896.00","449,048.64","449,048.64","Information Technology","US98980G1022","NASDAQ","United States","USD"
"COUP","COUPA SOFTWARE INC","Equity","0.03","218.90","2,045.00","447,650.50","447,650.50","Information Technology","US22266L1061","NASDAQ","United States","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Equity","0.03","83.26","5,360.00","446,273.60","446,273.60","Industrials","US9297401088","New York Stock Exchange Inc.","United States","USD"
"3407","ASAHI KASEI CORP","Equity","0.03","10.90","40,900.00","445,921.81","445,921.81","Materials","JP3111200006","Tokyo Stock Exchange","Japan","JPY"
"2802","AJINOMOTO INC","Equity","0.03","26.21","16,900.00","443,028.34","443,028.34","Consumer Staples","JP3119600009","Tokyo Stock Exchange","Japan","JPY"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Equity","0.03","30.99","14,300.00","443,116.88","443,116.88","Financials","JP3890310000","Tokyo Stock Exchange","Japan","JPY"
"FICO","FAIR ISAAC CORP","Equity","0.03","527.46","839.00","442,538.94","442,538.94","Information Technology","US3032501047","New York Stock Exchange Inc.","United States","USD"
"AEM","AGNICO EAGLE MINES LTD","Equity","0.03","61.51","7,191.00","442,351.56","442,351.56","Materials","CA0084741085","Toronto Stock Exchange","Canada","CAD"
"FMC","FMC CORP","Equity","0.03","106.85","4,094.00","437,443.90","437,443.90","Materials","US3024913036","New York Stock Exchange Inc.","United States","USD"
"MGM","MGM RESORTS INTERNATIONAL","Equity","0.03","38.40","11,342.00","435,532.80","435,532.80","Consumer Discretionary","US5529531015","New York Stock Exchange Inc.","United States","USD"
"WIX","WIX.COM LTD","Equity","0.03","302.49","1,440.00","435,585.60","435,585.60","Information Technology","IL0011301780","NASDAQ","Israel","USD"
"NXT","NEXT PLC","Equity","0.03","111.48","3,906.00","435,437.06","435,437.06","Consumer Discretionary","GB0032089863","London Stock Exchange","United Kingdom","GBP"
"HLMA","HALMA PLC","Equity","0.03","39.86","10,913.00","434,986.79","434,986.79","Information Technology","GB0004052071","London Stock Exchange","United Kingdom","GBP"
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.03","705.98","615.00","434,177.70","434,177.70","Health Care","US0905722072","New York Stock Exchange Inc.","United States","USD"
"FER","FERROVIAL SA","Equity","0.03","29.97","14,467.00","433,586.55","433,586.55","Industrials","ES0118900010","Bolsa De Madrid","Spain","EUR"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Equity","0.03","124.10","3,494.00","433,605.40","433,605.40","Information Technology","IL0010824113","NASDAQ","Israel","USD"
"NN","NN GROUP NV","Equity","0.03","49.22","8,803.00","433,245.93","433,245.93","Financials","NL0010773842","Euronext Amsterdam","Netherlands","EUR"
"NCM","NEWCREST MINING LTD","Equity","0.03","19.21","22,533.00","432,819.86","432,819.86","Materials","AU000000NCM7","Asx - All Markets","Australia","AUD"
"ACGL","ARCH CAPITAL GROUP LTD","Equity","0.03","38.06","11,310.00","430,458.60","430,458.60","Financials","BMG0450A1053","NASDAQ","United States","USD"
"LVS","LAS VEGAS SANDS CORP","Equity","0.03","44.51","9,670.00","430,411.70","430,411.70","Consumer Discretionary","US5178341070","New York Stock Exchange Inc.","United States","USD"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Equity","0.03","208.31","2,065.00","430,165.06","430,165.06","Industrials","GB00BWFGQN14","London Stock Exchange","United Kingdom","GBP"
"BNR","BRENNTAG","Equity","0.03","99.12","4,330.00","429,171.41","429,171.41","Industrials","DE000A1DAHH0","Xetra","Germany","EUR"
"HSBFT","CASH COLLATERAL USD HSBFT","Cash Collateral and Margins","0.03","100.00","429,000.00","429,000.00","429,000.00","Cash and/or Derivatives","-","-","United States","USD"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Equity","0.03","33.57","12,730.00","427,305.05","427,305.05","Materials","AU000000JHX1","Asx - All Markets","Australia","AUD"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Equity","0.03","82.95","5,152.00","427,358.40","427,358.40","Real Estate","US29472R1086","New York Stock Exchange Inc.","United States","USD"
"4689","Z HOLDINGS CORP","Equity","0.03","5.18","82,400.00","426,704.93","426,704.93","Communication","JP3933800009","Tokyo Stock Exchange","Japan","JPY"
"PKG","PACKAGING CORP OF AMERICA","Equity","0.03","138.94","3,055.00","424,461.70","424,461.70","Materials","US6951561090","New York Stock Exchange Inc.","United States","USD"
"TECH","BIO TECHNE CORP","Equity","0.03","476.76","888.00","423,362.88","423,362.88","Health Care","US09073M1045","NASDAQ","United States","USD"
"AVLR","AVALARA INC","Equity","0.03","172.84","2,448.00","423,112.32","423,112.32","Information Technology","US05338G1067","New York Stock Exchange Inc.","United States","USD"
"GDDY","GODADDY INC CLASS A","Equity","0.03","84.99","4,945.00","420,275.55","420,275.55","Information Technology","US3802371076","New York Stock Exchange Inc.","United States","USD"
"CON","CONTINENTAL AG","Equity","0.03","135.46","3,095.00","419,243.31","419,243.31","Consumer Discretionary","DE0005439004","Xetra","Germany","EUR"
"JKHY","JACK HENRY AND ASSOCIATES INC","Equity","0.03","171.93","2,437.00","418,993.41","418,993.41","Information Technology","US4262811015","NASDAQ","United States","USD"
"WRK","WESTROCK","Equity","0.03","49.76","8,420.00","418,979.20","418,979.20","Materials","US96145D1054","New York Stock Exchange Inc.","United States","USD"
"1928","SEKISUI HOUSE LTD","Equity","0.03","20.32","20,600.00","418,510.58","418,510.58","Consumer Discretionary","JP3420600003","Tokyo Stock Exchange","Japan","JPY"
"LKQ","LKQ CORP","Equity","0.03","49.92","8,381.00","418,379.52","418,379.52","Consumer Discretionary","US5018892084","NASDAQ","United States","USD"
"SRT3","SARTORIUS PREF AG","Equity","0.03","590.45","707.00","417,446.01","417,446.01","Health Care","DE0007165631","Xetra","Germany","EUR"
"CPT","CAMDEN PROPERTY TRUST REIT","Equity","0.03","146.08","2,850.00","416,328.00","416,328.00","Real Estate","US1331311027","New York Stock Exchange Inc.","United States","USD"
"OTEX","OPEN TEXT CORP","Equity","0.03","51.59","8,047.00","415,161.86","415,161.86","Information Technology","CA6837151068","Toronto Stock Exchange","Canada","CAD"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Equity","0.03","106.48","3,893.00","414,521.53","414,521.53","Consumer Discretionary","DE000PAH0038","Xetra","Germany","EUR"
"VMW","VMWARE CLASS A INC","Equity","0.03","155.51","2,642.00","410,857.42","410,857.42","Information Technology","US9285634021","New York Stock Exchange Inc.","United States","USD"
"CCK","CROWN HOLDINGS INC","Equity","0.03","99.87","4,094.00","408,867.78","408,867.78","Materials","US2283681060","New York Stock Exchange Inc.","United States","USD"
"WHR","WHIRLPOOL CORP","Equity","0.03","219.89","1,854.00","407,676.06","407,676.06","Consumer Discretionary","US9633201069","New York Stock Exchange Inc.","United States","USD"
"6920","LASERTEC CORP","Equity","0.03","193.35","2,100.00","406,039.42","406,039.42","Information Technology","JP3979200007","Tokyo Stock Exchange","Japan","JPY"
"ELAN","ELANCO ANIMAL HEALTH INC","Equity","0.03","36.64","11,081.00","406,007.84","406,007.84","Health Care","US28414H1032","New York Stock Exchange Inc.","United States","USD"
"L","LOEWS CORP","Equity","0.03","53.25","7,608.00","405,126.00","405,126.00","Financials","US5404241086","New York Stock Exchange Inc.","United States","USD"
"CBOE","CBOE GLOBAL MARKETS INC","Equity","0.03","116.80","3,464.00","404,595.20","404,595.20","Financials","US12503M1080","Cboe BZX formerly known as BATS","United States","USD"
"PNDORA","PANDORA","Equity","0.03","130.44","3,092.00","403,322.48","403,322.48","Consumer Discretionary","DK0060252690","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"CRDA","CRODA INTERNATIONAL PLC","Equity","0.03","115.36","3,494.00","403,076.02","403,076.02","Materials","GB00BJFFLV09","London Stock Exchange","United Kingdom","GBP"
"XRAY","DENTSPLY SIRONA INC","Equity","0.02","65.16","6,165.00","401,711.40","401,711.40","Health Care","US24906P1093","NASDAQ","United States","USD"
"11","HANG SENG BANK LTD","Equity","0.02","19.49","20,600.00","401,470.66","401,470.66","Financials","HK0011000095","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"ABMD","ABIOMED INC","Equity","0.02","323.80","1,236.00","400,216.80","400,216.80","Health Care","US0036541003","NASDAQ","United States","USD"
"2503","KIRIN HOLDINGS LTD","Equity","0.02","18.77","21,300.00","399,749.80","399,749.80","Consumer Staples","JP3258000003","Tokyo Stock Exchange","Japan","JPY"
"RTO","RENTOKIL INITIAL PLC","Equity","0.02","7.31","54,529.00","398,852.95","398,852.95","Industrials","GB00B082RF11","London Stock Exchange","United Kingdom","GBP"
"ENT","ENTAIN PLC","Equity","0.02","25.19","15,833.00","398,771.58","398,771.58","Consumer Discretionary","IM00B5VQMV65","London Stock Exchange","United Kingdom","GBP"
"SJR.B","SHAW COMMUNICATIONS INC CLASS B","Equity","0.02","28.87","13,773.00","397,612.90","397,612.90","Communication","CA82028K2002","Toronto Stock Exchange","Canada","CAD"
"8697","JAPAN EXCHANGE GROUP INC","Equity","0.02","23.11","17,200.00","397,547.91","397,547.91","Financials","JP3183200009","Tokyo Stock Exchange","Japan","JPY"
"CTXS","CITRIX SYSTEMS INC","Equity","0.02","114.55","3,463.00","396,686.65","396,686.65","Information Technology","US1773761002","NASDAQ","United States","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Equity","0.02","80.21","4,917.00","394,392.57","394,392.57","Communication","US5380341090","New York Stock Exchange Inc.","United States","USD"
"AAP","ADVANCE AUTO PARTS INC","Equity","0.02","212.25","1,853.00","393,299.25","393,299.25","Consumer Discretionary","US00751Y1064","New York Stock Exchange Inc.","United States","USD"
"IRM","IRON MOUNTAIN INC","Equity","0.02","43.43","9,048.00","392,954.64","392,954.64","Real Estate","US46284V1017","New York Stock Exchange Inc.","United States","USD"
"EDEN","EDENRED","Equity","0.02","57.82","6,791.00","392,638.98","392,638.98","Information Technology","FR0010908533","Nyse Euronext - Euronext Paris","France","EUR"
"BKR","BAKER HUGHES CLASS A","Equity","0.02","21.00","18,648.00","391,608.00","391,608.00","Energy","US05722G1004","New York Stock Exchange Inc.","United States","USD"
"7270","SUBARU CORP","Equity","0.02","18.99","20,600.00","391,289.62","391,289.62","Consumer Discretionary","JP3814800003","Tokyo Stock Exchange","Japan","JPY"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.02","157.90","2,477.00","391,118.30","391,118.30","Health Care","US9139031002","New York Stock Exchange Inc.","United States","USD"
"MASI","MASIMO CORP","Equity","0.02","264.66","1,477.00","390,902.82","390,902.82","Health Care","US5747951003","NASDAQ","United States","USD"
"6857","ADVANTEST CORP","Equity","0.02","83.01","4,700.00","390,137.14","390,137.14","Information Technology","JP3122400009","Tokyo Stock Exchange","Japan","JPY"
"MNDI","MONDI PLC","Equity","0.02","27.82","13,986.00","389,107.50","389,107.50","Materials","GB00B1CRLC47","London Stock Exchange","United Kingdom","GBP"
"4507","SHIONOGI LTD","Equity","0.02","53.97","7,200.00","388,607.76","388,607.76","Health Care","JP3347200002","Tokyo Stock Exchange","Japan","JPY"
"SRG","SNAM","Equity","0.02","6.05","64,228.00","388,478.16","388,478.16","Utilities","IT0003153415","Borsa Italiana","Italy","EUR"
"9735","SECOM LTD","Equity","0.02","76.07","5,100.00","387,953.86","387,953.86","Industrials","JP3421800008","Tokyo Stock Exchange","Japan","JPY"
"ON","ON SEMICONDUCTOR CORP","Equity","0.02","37.06","10,468.00","387,944.08","387,944.08","Information Technology","US6821891057","NASDAQ","United States","USD"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Equity","0.02","78.73","4,917.00","387,115.41","387,115.41","Health Care","US09061G1013","NASDAQ","United States","USD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Equity","0.02","89.92","4,297.00","386,386.24","386,386.24","Industrials","US0995021062","New York Stock Exchange Inc.","United States","USD"
"INCY","INCYTE CORP","Equity","0.02","78.01","4,947.00","385,915.47","385,915.47","Health Care","US45337C1027","NASDAQ","United States","USD"
"6762","TDK CORP","Equity","0.02","120.52","3,200.00","385,650.71","385,650.71","Information Technology","JP3538800008","Tokyo Stock Exchange","Japan","JPY"
"NWG","NATWEST GROUP PLC","Equity","0.02","2.79","137,075.00","383,070.27","383,070.27","Financials","GB00B7T77214","London Stock Exchange","United Kingdom","GBP"
"6479","MINEBEA MITSUMI INC","Equity","0.02","26.97","14,200.00","383,016.98","383,016.98","Industrials","JP3906000009","Tokyo Stock Exchange","Japan","JPY"
"6586","MAKITA CORP","Equity","0.02","51.68","7,400.00","382,399.42","382,399.42","Industrials","JP3862400003","Tokyo Stock Exchange","Japan","JPY"
"RO","ROCHE HOLDING AG","Equity","0.02","426.38","895.00","381,613.43","381,613.43","Health Care","CH0012032113","SIX Swiss Exchange","Switzerland","CHF"
"AUD","AUD CASH","Cash","0.02","73.37","518,743.00","380,601.56","380,601.56","Cash and/or Derivatives","-","-","Australia","AUD"
"BRO","BROWN & BROWN INC","Equity","0.02","54.10","7,000.00","378,700.00","378,700.00","Financials","US1152361010","New York Stock Exchange Inc.","United States","USD"
"WPC","W. P. CAREY REIT INC","Equity","0.02","80.12","4,709.00","377,285.08","377,285.08","Real Estate","US92936U1097","New York Stock Exchange Inc.","United States","USD"
"L","LOBLAW COMPANIES LTD","Equity","0.02","65.55","5,747.00","376,690.66","376,690.66","Consumer Staples","CA5394811015","Toronto Stock Exchange","Canada","CAD"
"SEDG","SOLAREDGE TECHNOLOGIES INC","Equity","0.02","254.14","1,479.00","375,873.06","375,873.06","Information Technology","US83417M1045","NASDAQ","United States","USD"
"BXB","BRAMBLES LTD","Equity","0.02","8.51","44,154.00","375,791.16","375,791.16","Industrials","AU000000BXB1","Asx - All Markets","Australia","AUD"
"9843","NITORI HOLDINGS LTD","Equity","0.02","187.72","2,000.00","375,442.74","375,442.74","Consumer Discretionary","JP3756100008","Tokyo Stock Exchange","Japan","JPY"
"PLUG","PLUG POWER INC","Equity","0.02","27.83","13,486.00","375,315.38","375,315.38","Industrials","US72919P2020","NASDAQ","United States","USD"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Equity","0.02","22.56","16,618.00","374,902.08","374,902.08","Information Technology","US69608A1088","New York Stock Exchange Inc.","United States","USD"
"STLD","STEEL DYNAMICS INC","Equity","0.02","61.26","6,111.00","374,359.86","374,359.86","Materials","US8581191009","NASDAQ","United States","USD"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Equity","0.02","115.02","3,248.00","373,589.92","373,589.92","Financials","BE0003797140","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Equity","0.02","1.64","226,822.00","372,126.58","372,126.58","Communication","SG1T75931496","Singapore Exchange","Singapore","SGD"
"MRU","METRO INC","Equity","0.02","50.27","7,400.00","372,015.11","372,015.11","Consumer Staples","CA59162N1096","Toronto Stock Exchange","Canada","CAD"
"RHI","ROBERT HALF","Equity","0.02","95.67","3,887.00","371,869.29","371,869.29","Industrials","US7703231032","New York Stock Exchange Inc.","United States","USD"
"ARGX","ARGENX","Equity","0.02","302.78","1,226.00","371,202.36","371,202.36","Health Care","NL0010832176","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"27","GALAXY ENTERTAINMENT GROUP LTD","Equity","0.02","6.85","54,000.00","370,005.66","370,005.66","Consumer Discretionary","HK0027032686","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"UMI","UMICORE SA","Equity","0.02","62.02","5,963.00","369,814.36","369,814.36","Materials","BE0974320526","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"HAS","HASBRO INC","Equity","0.02","99.88","3,681.00","367,658.28","367,658.28","Consumer Discretionary","US4180561072","NASDAQ","United States","USD"
"PHM","PULTEGROUP INC","Equity","0.02","52.63","6,987.00","367,725.81","367,725.81","Consumer Discretionary","US7458671010","New York Stock Exchange Inc.","United States","USD"
"CDAY","CERIDIAN HCM HOLDING INC","Equity","0.02","98.59","3,726.00","367,346.34","367,346.34","Information Technology","US15677J1088","New York Stock Exchange Inc.","United States","USD"
"HEI","HEIDELBERGCEMENT AG","Equity","0.02","88.85","4,121.00","366,151.82","366,151.82","Materials","DE0006047004","Xetra","Germany","EUR"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Equity","0.02","61.32","5,968.00","365,957.76","365,957.76","Consumer Staples","GB00BDCPN049","New York Stock Exchange Inc.","Netherlands","USD"
"LNC","LINCOLN NATIONAL CORP","Equity","0.02","61.23","5,974.00","365,788.02","365,788.02","Financials","US5341871094","New York Stock Exchange Inc.","United States","USD"
"HWM","HOWMET AEROSPACE INC","Equity","0.02","32.81","11,142.00","365,569.02","365,569.02","Industrials","US4432011082","New York Stock Exchange Inc.","United States","USD"
"MTX","MTU AERO ENGINES HOLDING AG","Equity","0.02","252.98","1,442.00","364,799.01","364,799.01","Industrials","DE000A0D9PT0","Xetra","Germany","EUR"
"8630","SOMPO HOLDINGS INC","Equity","0.02","41.43","8,800.00","364,595.40","364,595.40","Financials","JP3165000005","Tokyo Stock Exchange","Japan","JPY"
"SK3","SMURFIT KAPPA GROUP PLC","Equity","0.02","57.02","6,378.00","363,642.84","363,642.84","Materials","IE00B1RR8406","Irish Stock Exchange - All Market","Ireland","EUR"
"ALLE","ALLEGION PLC","Equity","0.02","135.59","2,677.00","362,974.43","362,974.43","Industrials","IE00BFRT3W74","New York Stock Exchange Inc.","United States","USD"
"SNA","SNAP ON INC","Equity","0.02","220.29","1,648.00","363,037.92","363,037.92","Industrials","US8330341012","New York Stock Exchange Inc.","United States","USD"
"EQH","EQUITABLE HOLDINGS INC","Equity","0.02","29.98","12,102.00","362,817.96","362,817.96","Financials","US29452E1010","New York Stock Exchange Inc.","United States","USD"
"XRO","XERO LTD","Equity","0.02","102.08","3,547.00","362,076.63","362,076.63","Information Technology","NZXROE0001S2","Asx - All Markets","Australia","AUD"
"WSP","WSP GLOBAL INC","Equity","0.02","116.80","3,097.00","361,716.80","361,716.80","Industrials","CA92938W2022","Toronto Stock Exchange","Canada","CAD"
"TEL","TELENOR","Equity","0.02","17.41","20,754.00","361,277.76","361,277.76","Communication","NO0010063308","Oslo Bors Asa","Norway","NOK"
"EQT","EQT","Equity","0.02","48.83","7,371.00","359,919.11","359,919.11","Financials","SE0012853455","Nasdaq Omx Nordic","Sweden","SEK"
"6645","OMRON CORP","Equity","0.02","81.74","4,400.00","359,640.36","359,640.36","Information Technology","JP3197800000","Tokyo Stock Exchange","Japan","JPY"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Equity","0.02","44.96","7,975.00","358,556.00","358,556.00","Financials","US31620R3030","New York Stock Exchange Inc.","United States","USD"
"HRL","HORMEL FOODS CORP","Equity","0.02","46.91","7,620.00","357,454.20","357,454.20","Consumer Staples","US4404521001","New York Stock Exchange Inc.","United States","USD"
"6723","RENESAS ELECTRONICS CORP","Equity","0.02","9.92","36,000.00","357,024.79","357,024.79","Information Technology","JP3164720009","Tokyo Stock Exchange","Japan","JPY"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Equity","0.02","21.94","16,252.00","356,639.17","356,639.17","Health Care","NZFAPE0001S2","New Zealand Exchange Ltd","New Zealand","NZD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Equity","0.02","345.35","1,032.00","356,401.20","356,401.20","Financials","US3030751057","New York Stock Exchange Inc.","United States","USD"
"8002","MARUBENI CORP","Equity","0.02","8.64","41,200.00","355,836.89","355,836.89","Industrials","JP3877600001","Tokyo Stock Exchange","Japan","JPY"
"3659","NEXON LTD","Equity","0.02","20.62","17,200.00","354,590.86","354,590.86","Communication","JP3758190007","Tokyo Stock Exchange","Japan","JPY"
